# Mol_Title	ID	SMILES
ZINC01281422	DUD_ar_D_1413	CCCc1cc(O)nc(Nc2ccc(C)cc2Br)n1
ZINC01281448	DUD_ar_D_1414	CCCc1cc(=O)[nH]c(Nc2c(C)cc(C)cc2Cl)n1
ZINC01281448	DUD_ar_D_1415	CCCc1cc(O)nc(Nc2c(C)cc(C)cc2Cl)n1
ZINC01281448	DUD_ar_D_1416	CCCc1cc(O)nc(Nc2c(C)cc(C)cc2Cl)n1
ZINC01282588	DUD_ar_D_1417	O=C(N=c1[nH]nc(C2CCCCC2)s1)Nc1ccc(F)cc1
ZINC01293932	DUD_ar_D_1418	CC(C)Cc1nc2sc3c(nc[nH]c3=S)c2c2c1CCCC2
ZINC01295186	DUD_ar_D_1419	Cc1cc(C)cc(N=c2ncc3c([nH]2)CCCC3=O)c1
ZINC01299380	DUD_ar_D_1420	CCCc1nc2sc3c(nc[nH]c3=S)c2c2c1COC(C)(C)C2
ZINC01300103	DUD_ar_D_1421	Cc1cc(=O)oc(C)c1C(=O)NC(C)C1C2CC3CC2CCC1C3
ZINC01318181	DUD_ar_D_1422	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
ZINC01318467	DUD_ar_D_1423	COC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C=CC12C
ZINC01319134	DUD_ar_D_1424	CC(=O)OC1CCC2(C)C(CCC3c4cccc(O)c4CCC32)C1
ZINC01319282	DUD_ar_D_1425	CC12CCC3C(CC=C4CC(O)CCC43C)C1CC1CC(=O)OC12
ZINC01319873	DUD_ar_D_1426	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
ZINC01321177	DUD_ar_D_1427	CC1(C)C2(C)CCC1(C(=O)Nc1ccc(Br)cn1)CC2=O
ZINC01336732	DUD_ar_D_1428	CNC(=S)N1CCC(C(=O)c2ccc(C)cc2)CC1
ZINC01337735	DUD_ar_D_1429	CNc1nc(-c2ccc3c(c2)CCN3C(C)=O)c(C)s1
ZINC01337736	DUD_ar_D_1430	CNc1nc(-c2ccc3c(c2)CC(C)N3C(C)=O)c(C)s1
ZINC01337737	DUD_ar_D_1431	CNc1nc(-c2ccc3c(c2)CC(C)N3C(C)=O)c(C)s1
ZINC01337748	DUD_ar_D_1432	CNc1nc(-c2ccc3c(c2)CCN3C(=O)C2CC2)c(C)s1
ZINC01350850	DUD_ar_D_1433	CSc1ccc(N2C(=O)NC3(CCCCC3)C2=O)cc1
ZINC01392209	DUD_ar_D_1434	CC(C)(C)C1=C(C#N)C(c2c(F)cccc2Cl)CC(=O)N1
ZINC01392210	DUD_ar_D_1435	CC(C)(C)C1=C(C#N)C(c2c(F)cccc2Cl)CC(=O)N1
ZINC01392236	DUD_ar_D_1436	CC(C)(C)C1=C(C#N)C(c2ccc(Cl)cc2)CC(=O)N1
ZINC01392237	DUD_ar_D_1437	CC(C)(C)C1=C(C#N)C(c2ccc(Cl)cc2)CC(=O)N1
ZINC01407710	DUD_ar_D_1438	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)[nH]c(=O)c21
ZINC01407710	DUD_ar_D_1439	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)nc(O)c21
ZINC01407710	DUD_ar_D_1440	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)nc(O)c21
ZINC01407711	DUD_ar_D_1441	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)[nH]c(=O)c21
ZINC01407711	DUD_ar_D_1442	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)nc(O)c21
ZINC01407711	DUD_ar_D_1443	CCC1(C)Cc2ccccc2-c2nc(SC(C)C)nc(O)c21
ZINC01413604	DUD_ar_D_1444	COc1cccc(C2c3c(C)n[nH]c3CC(C)(O)C2C(C)=O)c1
ZINC01413605	DUD_ar_D_1445	CC(=O)C1C(c2ccc(N(C)C)cc2)c2c(C)n[nH]c2CC1(C)O
ZINC01413606	DUD_ar_D_1446	CC(=O)C1C(c2ccc(C(C)C)cc2)c2c(C)n[nH]c2CC1(C)O
ZINC01413792	DUD_ar_D_1447	CCOc1ccc2nc(NC(=S)NC(=O)CC)sc2c1
ZINC01414433	DUD_ar_D_1448	CNC(=O)c1nc[nH]c1-n1nc(C(C)(C)C)cc1C(F)(F)F
ZINC01414433	DUD_ar_D_1449	CNC(=O)c1[nH+]c[nH]c1-n1nc(C(C)(C)C)cc1C(F)(F)F
ZINC01414433	DUD_ar_D_1450	CNC(=O)c1[nH]cnc1-n1nc(C(C)(C)C)cc1C(F)(F)F
ZINC01415773	DUD_ar_D_1451	CCOC(=O)c1csc(N2N=C(C)CC2(O)C(F)(F)F)n1
ZINC01418819	DUD_ar_D_1452	CC1CC(NC(=S)NC(=O)c2cccnc2)CC(C)(C)C1
ZINC01425543	DUD_ar_D_1453	CC(C)N1CC2=C(C1=O)C(c1ccc(O)cc1)NC(=O)N2C
ZINC01429822	DUD_ar_D_1454	Cc1nn(CC(=O)Nc2ccc(C)c(C)c2)c(C)c1I
ZINC01430829	DUD_ar_D_1455	CSc1ccc(C2CC(=O)NC3=C2C(=O)CCC3)cc1
ZINC01430830	DUD_ar_D_1456	CSc1ccc(C2CC(=O)NC3=C2C(=O)CCC3)cc1
ZINC01431820	DUD_ar_D_1457	CC12c3[nH]c4ccc(Cl)cc4c3CCN1C(=O)OC21CCCCC1
ZINC01431821	DUD_ar_D_1458	CC12c3[nH]c4ccc(Cl)cc4c3CCN1C(=O)OC21CCCCC1
ZINC01432123	DUD_ar_D_1459	COc1cc2[nH]c3c(nc4n(c3=O)CCCS4)c2cc1OC
ZINC01432172	DUD_ar_D_1460	Cc1nn(CC(=O)Nc2cccc(C)n2)c(C)c1I
ZINC01432749	DUD_ar_D_1461	CC1(C)C2(C)CCC1(C(=O)Nc1cccc(C(F)(F)F)c1)CC2=O
ZINC01432750	DUD_ar_D_1462	CC1(C)C2(C)CCC1(C(=O)Nc1cccc(C(F)(F)F)c1)CC2=O
ZINC01432755	DUD_ar_D_1463	CC1(C)C2(C)CCC1(C(=O)Nc1cc(F)ccc1F)CC2=O
ZINC01432758	DUD_ar_D_1464	CC1(C)C2(C)CCC1(C(=O)Nc1ccc(F)c(F)c1)CC2=O
ZINC01439973	DUD_ar_D_1465	COc1ccc(OC)c(-c2c(C#N)c(=S)[nH]c3c2CCCC3)c1
ZINC01441929	DUD_ar_D_1466	COc1c2c(cc3c1NC(=O)CC3(O)C(F)(F)F)c(C)c(C)n2C
ZINC01441930	DUD_ar_D_1467	COc1c2c(cc3c1NC(=O)CC3(O)C(F)(F)F)c(C)c(C)n2C
ZINC01445911	DUD_ar_D_1468	Cc1cc(C)c2c(n1)sc1c2OC(N)=C(C#N)C12CCSC2C
ZINC01448345	DUD_ar_D_1469	CC12CCC3C(C=CC4=CC(O)CCC43C)C1CCC21CCC(=O)O1
ZINC01448503	DUD_ar_D_1470	CC1(C)C2(C)CCC1(C(=O)Nc1ccc(Br)cc1)CC2=O
ZINC01459381	DUD_ar_D_1471	Cc1cc(=O)oc2cc(NC(=S)N3CCCC(C)C3)ccc12
ZINC01459382	DUD_ar_D_1472	Cc1cc(=O)oc2cc(NC(=S)N3CCCC(C)C3)ccc12
ZINC01459884	DUD_ar_D_1473	Oc1ccc(N2CCN(C(=S)NC3CCCC3)CC2)cc1
ZINC01460514	DUD_ar_D_1474	CNN=C1CCC2C3CCc4cc(O)ccc4C3CCC12C
ZINC01460525	DUD_ar_D_1475	CC1(O)CCC2C3CCC4Cc5nocc5CC4(C)C3CCC21C
ZINC01460956	DUD_ar_D_1476	CCc1ccc(C2CC(=O)Nc3cc(OC)c(OC)cc32)cc1
ZINC01462906	DUD_ar_D_1477	C=C1C(C)(C)C2CCC1(C(=O)Nc1ccc(C(C)=O)cc1)C2
ZINC01470799	DUD_ar_D_1478	CCOC(=O)c1c2cc(O)c(Br)cc2n(C)c1N1CCOCC1
ZINC01476099	DUD_ar_D_1479	COC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1cccc(Cl)c1Cl
ZINC01476100	DUD_ar_D_1480	COC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1cccc(Cl)c1Cl
ZINC01476201	DUD_ar_D_1481	COC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1cccc(Cl)c1
ZINC01476202	DUD_ar_D_1482	COC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1cccc(Cl)c1
ZINC01480003	DUD_ar_D_1483	COc1ccc(-n2c(N)c(C(=O)N3CCCCC3)sc2=S)cc1
ZINC01482978	DUD_ar_D_1484	CC12CCC3C(CC=C4CCCCC43C)C1CCC2(O)C=O
ZINC01484760	DUD_ar_D_1485	C#CC1(O)CCC2C3CCC4=CC(=O)CCC45CCC(CC21C)C35
ZINC01490851	DUD_ar_D_1486	C#CC(O)C12CC1CC1C3C(C)CC4=CC(=O)CCC4C3CCC12C
ZINC01495390	DUD_ar_D_1487	Cn1c(=O)cc(NC2CCCCC2)n(Cc2ccc(F)cc2F)c1=O
ZINC01504739	DUD_ar_D_1488	Cc1ccc(C(=O)Nc2nc3c(s2)CC(C)CC3)cc1
ZINC01504742	DUD_ar_D_1489	Cc1ccc(C(=O)Nc2nc3c(s2)CC(C)CC3)cc1
ZINC01504755	DUD_ar_D_1490	Cc1nc(-c2cc(-c3cc(C)c(C)cc3O)n[nH]2)cs1
ZINC01504755	DUD_ar_D_1491	Cc1nc(-c2cc(-c3cc(C)c(C)cc3O)[nH]n2)cs1
ZINC01506012	DUD_ar_D_1492	Cc1cc(F)ccc1S(=O)(=O)NC(C)C1CC2CCC1C2
ZINC01507252	DUD_ar_D_1493	CCOC(=O)NC(=S)Nc1ccc2c(c1)CC(C)N2C(C)=O
ZINC01507256	DUD_ar_D_1494	CCOC(=O)NC(=S)Nc1ccc2c(c1)CC(C)N2C(C)=O
ZINC01508581	DUD_ar_D_1495	Cc1nc(C)c(-c2c(C)oc3cc(O)c(C)cc3c2=O)s1
ZINC01508986	DUD_ar_D_1496	CCOC(=O)NC(=S)Nc1ccc2c(c1)N(C(C)=O)C(C)C2
ZINC01508988	DUD_ar_D_1497	CCOC(=O)NC(=S)Nc1ccc2c(c1)N(C(C)=O)C(C)C2
ZINC01509130	DUD_ar_D_1498	COC(=O)NC(=S)Nc1ccc2c(c1)CC(C)N2C(C)=O
ZINC01509133	DUD_ar_D_1499	COC(=O)NC(=S)Nc1ccc2c(c1)CC(C)N2C(C)=O
ZINC01514572	DUD_ar_D_1500	C=CCC1(C#N)C(=S)NC2=C(C(=O)CC(C)(C)C2)C1C
ZINC01514578	DUD_ar_D_1501	C=CCC1(C#N)C(=S)NC2=C(C(=O)CC(C)(C)C2)C1C
ZINC01514694	DUD_ar_D_1502	CCOC(=O)c1ccc(N2C(C)=CC(C)(C)NC2=S)cc1
ZINC01514756	DUD_ar_D_1503	Cc1sc(N2CCOCC2)nc1-c1cc(Br)ccc1O
ZINC01516493	DUD_ar_D_1504	COc1cc(O)c(-c2nocc2-c2csc(C)n2)cc1C
ZINC01519263	DUD_ar_D_1505	CN(C)S(=O)(=O)c1ccc2[nH]c(C3CCCC3)cc2c1
ZINC01519373	DUD_ar_D_1506	CC(C)(C)c1cc2cc(S(=O)(=O)N3CCCC3)ccc2[nH]1
ZINC01519375	DUD_ar_D_1507	O=S(=O)(c1ccc2[nH]c(C3CCCC3)cc2c1)N1CCCC1
ZINC01519429	DUD_ar_D_1508	CC(C)(C)c1cc2cc(S(=O)(=O)N3CCCCC3)ccc2[nH]1
ZINC01519431	DUD_ar_D_1509	O=S(=O)(c1ccc2[nH]c(C3CCCC3)cc2c1)N1CCCCC1
ZINC01522187	DUD_ar_D_1510	CC(C)=CC(=O)Nc1sc(=S)c2c(c1C#N)CCCC2
ZINC01522193	DUD_ar_D_1511	CC(C)=CC(=O)Nc1sc(=S)c2c(c1C#N)CCC2
ZINC01536667	DUD_ar_D_1512	C#CCOC(=O)c1c(C)[nH+]c2sc3c(c2c1N)CCCCC3
ZINC01536668	DUD_ar_D_1513	C#CCOC(=O)c1c(C)[nH+]c2sc3c(c2c1N)CCC3
ZINC01537172	DUD_ar_D_1514	Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1
ZINC01554458	DUD_ar_D_1515	C#CCOC(=O)c1c(C)[nH+]c2sc3c(c2c1N)CCCC3
ZINC01555041	DUD_ar_D_1516	CCCOC(=O)c1c(C)[nH+]c2sc3c(c2c1N)CCC(=O)C3
ZINC01555043	DUD_ar_D_1517	CC#CCOC(=O)c1c(C)[nH+]c2sc3c(c2c1N)CCC(=O)C3
ZINC01556805	DUD_ar_D_1518	CSc1nc2c(c(=O)[nH]1)C1C=C(C)CCC1C(C)(C)C2
ZINC01556805	DUD_ar_D_1519	CSc1nc(=O)c2c([nH]1)CC(C)(C)C1CCC(C)=CC21
ZINC01556805	DUD_ar_D_1520	CSc1nc(O)c2c(n1)CC(C)(C)C1CCC(C)=CC21
ZINC01563946	DUD_ar_D_1521	COc1cc2c(cc1O)C(C)Cc1cc3c(cc1N(C)CC2)OCO3
ZINC01569192	DUD_ar_D_1522	Cc1ccc2c(c1)N(CCSc1nc[nH]n1)C(C)(C)CC2C
ZINC01580138	DUD_ar_D_1523	COc1cc(N(C)c2cc(=O)n(C)c(=O)[nH]2)ccc1C
ZINC01581347	DUD_ar_D_1524	Cc1ccc(Nc2nc(Cl)nc3c2cnn3C)c(C)c1
ZINC01581636	DUD_ar_D_1525	Cc1ccc(N2N=NC3C4CCC(C)(C4(C)C)C32O)cc1
ZINC01597203	DUD_ar_D_1526	COc1ccc2c3c1OC1CCC(OC(C)=O)C45CC31C4C(C2)[NH2+]5
ZINC01608061	DUD_ar_D_1527	COC12C=CC(CC1)c1c(O)c3nc(C)c(C)nc3c(O)c12
ZINC01615723	DUD_ar_D_1528	CC12CCC3C(C=CC45CC34CCC(O)C5)C1CCC2O
ZINC01620930	DUD_ar_D_1529	CC12CCC3C(CCC4C(=O)c5n[nH]cc5CC43C)C1CCC2O
ZINC01620930	DUD_ar_D_1530	CC12CCC3C(CCC4C(=O)c5[nH]ncc5CC43C)C1CCC2O
ZINC01620932	DUD_ar_D_1531	CC1(O)CCC2C3CCC4C(=O)c5n[nH]cc5CC4(C)C3CCC21C
ZINC01620932	DUD_ar_D_1532	CC1(O)CCC2C3CCC4C(=O)c5[nH]ncc5CC4(C)C3CCC21C
ZINC01627411	DUD_ar_D_1533	COc1ccc2c(c1)CC=C1C3C=C(NO)C(=O)C3(C)CCC21
ZINC01629646	DUD_ar_D_1534	CC1=CC(C)(C)N=C2SC=C(c3ccc([N+](=O)[O-])cc3)N2N1
ZINC01629654	DUD_ar_D_1535	CN(C)c1ccc(-c2nc(N)nc3c2CCCC3)cc1
ZINC01636830	DUD_ar_D_1536	CC(C)=CCN1CC(C)C(=O)Nc2cc(Cl)ccc21
ZINC01636831	DUD_ar_D_1537	CC(C)=CCN1c2ccc(Cl)cc2NC(=O)CC1C
ZINC01642085	DUD_ar_D_1538	CC(C)=CCN1CC(C)Cn2c(=S)[nH]c3cccc1c32
ZINC01645890	DUD_ar_D_1539	CC(C)(C)OC(=O)N1CC(CCl)c2ccc(O)cc21
ZINC01647021	DUD_ar_D_1540	Cc1ccc(-c2n[nH]c(=O)n2N=CC2CCCCC2)cc1
ZINC01654012	DUD_ar_D_1541	CCOC(=O)NC(=S)NN(C)C1=NCC(C)(C)S1
ZINC01654397	DUD_ar_D_1542	Cn1c2ccccc2c2c1C(O)CC1CCCN(C1)C(=S)C2
ZINC01654957	DUD_ar_D_1543	C=C(C)C1CCC2=CC(OC2=O)C2(C)CC2c2cc(C)c(o2)C1O
ZINC01655160	DUD_ar_D_1544	S=C1NN=C2C(=C3CCCC4C5CCCCC5N2C34)N1
ZINC01656637	DUD_ar_D_1545	COc1cc2[nH]c(=O)c3cc(C)cc4c(Cl)nc(c1OC)c2c43
ZINC01660279	DUD_ar_D_1546	CC(=O)Nc1c(C#N)c(C)c(C)n1-c1c(C)cc(C)cc1C
ZINC01680899	DUD_ar_D_1547	CC12CCC3C(CC=C4CC(O)CCC43C)C1Cc1cn[nH]c12
ZINC01680899	DUD_ar_D_1548	CC12CCC3C(CC=C4CC(O)CCC43C)C1Cc1c[nH]nc12
ZINC01680900	DUD_ar_D_1549	CC12CCC3C(CCC4CC(O)CCC43C)C1Cc1cn[nH]c12
ZINC01680900	DUD_ar_D_1550	CC12CCC3C(CCC4CC(O)CCC43C)C1Cc1c[nH]nc12
ZINC01690245	DUD_ar_D_1551	C#CC1(O)CCC2C3CCC4(Cl)CC(=O)CCC4C3CCC21C
ZINC01722779	DUD_ar_D_1552	CC(=O)C1=CCC2C3CCC4=CC(=O)NCCC4(C)C3CCC12C
ZINC01724182	DUD_ar_D_1553	CC1(O)CCC2C3CCC4(N=C=S)CC(=O)CCC4(C)C3CCC21C
ZINC01726083	DUD_ar_D_1554	CCc1nc2c(c(=O)[nH]1)C(c1ccc(Cl)cc1)C(C)(C)O2
ZINC01726083	DUD_ar_D_1555	CCc1nc(=O)c2c([nH]1)OC(C)(C)C2c1ccc(Cl)cc1
ZINC01726083	DUD_ar_D_1556	CCc1nc2c(c(O)n1)C(c1ccc(Cl)cc1)C(C)(C)O2
ZINC01728829	DUD_ar_D_1557	CCOC(=O)c1cc(N)c(N2CCCC2)cc1Cl
ZINC01735532	DUD_ar_D_1558	O=[N+]([O-])C1CCC(C2=CSC3CCCCC3[NH2+]2)CC1
ZINC01741637	DUD_ar_D_1559	CC(=O)c1cccc(NC(=O)OC2CCCC(C)C2)c1
ZINC01747517	DUD_ar_D_1560	CC(=O)Nc1cc2c(c([N+](=O)[O-])c1C)C(C)(C)CC2(C)C
ZINC01771033	DUD_ar_D_1561	CCCOC(=O)Nc1nc(-c2ccc(C)cc2)c(C)s1
ZINC01771331	DUD_ar_D_1562	CCCCc1nc2sc3c(nc(SC)[nH]c3=O)c2c2c1CCC2
ZINC01771331	DUD_ar_D_1563	CCCCc1nc2sc3c(nc(SC)nc3O)c2c2c1CCC2
ZINC01771331	DUD_ar_D_1564	CCCCc1nc2sc3c(nc(SC)nc3O)c2c2c1CCC2
ZINC01771474	DUD_ar_D_1565	C=CCSc1nc2sc3c(c2c(=O)[nH]1)CCCC3
ZINC01771474	DUD_ar_D_1566	C=CCSc1nc2sc3c(c2c(O)n1)CCCC3
ZINC01771474	DUD_ar_D_1567	C=CCSc1nc(=O)c2c3c(sc2[nH]1)CCCC3
ZINC01793924	DUD_ar_D_1568	O=C(CCCCl)Nc1ncnc2sc3c(c21)CCCC3
ZINC01857883	DUD_ar_D_1569	CC(C)(C)OC(=O)N1CC(CCl)c2ccc(N)cc21
ZINC01864615	DUD_ar_D_1570	Cc1cc(C)n(-c2nc3sc4c(c3c(O)n2)CCCC4)n1
ZINC01864615	DUD_ar_D_1571	Cc1cc(C)n(-c2nc3sc4c(c3c(O)n2)CCCC4)n1
ZINC01864615	DUD_ar_D_1572	Cc1cc(C)n(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)n1
ZINC01893336	DUD_ar_D_1573	Cc1ccc(C)c(N2C(S)=C(C#N)C(=O)NC23CCCCC3)c1
ZINC01903921	DUD_ar_D_1574	CC(C)(C)C(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC01972956	DUD_ar_D_1575	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCCC3
ZINC01972956	DUD_ar_D_1576	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CCCC3
ZINC01972956	DUD_ar_D_1577	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCCC3
ZINC01972957	DUD_ar_D_1578	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCCC3
ZINC01972957	DUD_ar_D_1579	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CCCC3
ZINC01972957	DUD_ar_D_1580	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCCC3
ZINC01973010	DUD_ar_D_1581	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973010	DUD_ar_D_1582	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973010	DUD_ar_D_1583	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973011	DUD_ar_D_1584	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973011	DUD_ar_D_1585	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973011	DUD_ar_D_1586	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973012	DUD_ar_D_1587	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973012	DUD_ar_D_1588	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973012	DUD_ar_D_1589	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973013	DUD_ar_D_1590	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973013	DUD_ar_D_1591	COC(=O)C(C)Sc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973013	DUD_ar_D_1592	COC(=O)C(C)Sc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973098	DUD_ar_D_1593	CC(=O)CSc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973098	DUD_ar_D_1594	CC(=O)CSc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973098	DUD_ar_D_1595	CC(=O)CSc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973099	DUD_ar_D_1596	CC(=O)CSc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01973099	DUD_ar_D_1597	CC(=O)CSc1nc(=O)c2c3c(sc2[nH]1)CC(C)CC3
ZINC01973099	DUD_ar_D_1598	CC(=O)CSc1nc2sc3c(c2c(O)n1)CCC(C)C3
ZINC01998755	DUD_ar_D_1599	CC(=O)c1ccc(N2C(C)=CC(C)(C)N=C2S)cc1
ZINC02008758	DUD_ar_D_1600	O=C1Nc2ccccc2N(CC2CC2)C1(C#CC1CC1)C(F)(F)F
ZINC02049060	DUD_ar_D_1601	CC(=O)C1CC=C2C3CCC4CC(O)CCC4(C)C3CCC21C
ZINC02071323	DUD_ar_D_1602	COC(=O)N(C)c1ccc(C(O)(C(=O)OC)C(F)(F)F)cc1
ZINC02071324	DUD_ar_D_1603	COC(=O)N(C)c1ccc(C(O)(C(=O)OC)C(F)(F)F)cc1
ZINC02077712	DUD_ar_D_1604	CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC02078874	DUD_ar_D_1605	CC1CCC2C(=O)N(c3cc(Cl)ccc3O)C(=O)C2C1
ZINC02080334	DUD_ar_D_1606	CN1C(=O)C(=Cc2ccc(N3CCCCCC3)o2)C(=O)NC1=S
ZINC02093405	DUD_ar_D_1607	CC(C)=C1CC(O)(C(F)(F)F)N(S(=O)(=O)c2ccc(C)cc2)N1
ZINC02097386	DUD_ar_D_1608	CC(=O)C1(O)C(Br)CC2C3CCC4CC(=O)CCC4(C)C3CCC21C
ZINC02097701	DUD_ar_D_1609	CC1(C)CC(=O)C2=C(C1)N1CCc3ccccc3C1(C)C=C2NO
ZINC02098706	DUD_ar_D_1610	CC(NNC(=O)c1cccc(Br)c1)=C1CC2CCC1C2
ZINC02099899	DUD_ar_D_1611	Cc1n[nH]c2c1C1(C)CCC3C(CC=C4CC(O)CCC43C)C1C2
ZINC02104670	DUD_ar_D_1612	COC(=O)N1CCC2(O)CCCCC2C1c1ccc2c(c1)OCO2
ZINC02105978	DUD_ar_D_1613	Cc1noc2c1C1(C)CCC3C(CC=C4CC(O)CCC43C)C1C2
ZINC02106577	DUD_ar_D_1614	CC1(C)C2(C)CCC1(C(=O)Nc1cccc(Cl)c1Cl)CC2=O
ZINC02106685	DUD_ar_D_1615	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2(O)C(=O)CBr
ZINC02107619	DUD_ar_D_1616	COC(=O)N1CCC2(O)CCCCC2C1c1ccc(OC)cc1
ZINC02110665	DUD_ar_D_1617	COc1ccc(C(=O)N2CCC3(O)CCCCC3C2)cc1
ZINC02111769	DUD_ar_D_1618	Cc1ccc(C(=O)N2CCC3(O)CCCCC3C2)cc1
ZINC02112634	DUD_ar_D_1619	CC1(C)CCc2c(cc(O)c3c4c(c(=O)oc23)CCC4)O1
ZINC02114261	DUD_ar_D_1620	CC1(C)CCc2c(cc(O)c3c4c(c(=O)oc23)CCCC4)O1
ZINC02116225	DUD_ar_D_1621	CC(=O)OC1CCC2(C)C3CCC4(C)C(=O)CCC4C3CC(Cl)C2(O)C1
ZINC02118319	DUD_ar_D_1622	CC12CCC3C(CCC4CC(O)CCC43C)C1=CC=C2C1=CC(=O)OC1
ZINC02118321	DUD_ar_D_1623	CC12CCC3C(CCC4CC(O)CCC43C)C1=CC=C2C1=CC(=O)OC1
ZINC02118325	DUD_ar_D_1624	CC12CCC3C(CCC4CC(O)CCC43C)C1=CC=C2C1=CC(=O)OC1
ZINC02119160	DUD_ar_D_1625	CC12CCC3C(C=CC4=CC(O)CCC43C)C1CCC21CCO1
ZINC02120208	DUD_ar_D_1626	CC1(O)OCC23CC=C4C(CCC5CC(=O)CCC45C)C2CCC13
ZINC02120210	DUD_ar_D_1627	CC1(O)OCC23CC=C4C(CCC5CC(=O)CCC45C)C2CCC13
ZINC02120211	DUD_ar_D_1628	CC1(O)OCC23CC=C4C(CCC5CC(=O)CCC45C)C2CCC13
ZINC02120335	DUD_ar_D_1629	CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC02120336	DUD_ar_D_1630	CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC02120337	DUD_ar_D_1631	CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC02120339	DUD_ar_D_1632	CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC02121409	DUD_ar_D_1633	COC1CCC2(C)C(CCC3C2CCC2(C)C(=O)NC(=O)CC32)C1
ZINC02122277	DUD_ar_D_1634	CN1C(=O)C(=Cc2ccc(N3CCCC3)cc2)C(=O)NC1=S
ZINC02124430	DUD_ar_D_1635	CC(=O)C1(O)C(Br)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
ZINC02129294	DUD_ar_D_1636	Cc1ccc(NC(=O)C23CCC(C)(C(=O)O2)C3(C)C)cc1Cl
ZINC02133706	DUD_ar_D_1637	Cc1cc2oc(=O)cc(C)c2cc1NC(=O)CCCCl
ZINC02134235	DUD_ar_D_1638	CC(=O)c1cccc(NC(=S)NC(=O)CC(C)C)c1
ZINC02136356	DUD_ar_D_1639	COC(=O)c1ccc(NC(=S)NC(=O)C2CCC2)cc1
ZINC02136404	DUD_ar_D_1640	CC(=O)N(C)c1ccc(NC(=S)NC(=O)CC(C)C)cc1
ZINC02137867	DUD_ar_D_1641	CC12CCC3C(CCC4=CCCCC43C)C1C=C(NO)C2=O
ZINC02139140	DUD_ar_D_1642	CC1(O)CCC2C3CCC4=C(Cl)C(=O)CCC4(C)C3CCC21C
ZINC02140385	DUD_ar_D_1643	CCN1C(=O)NC(=Cc2ccc(N(C)C)c(Br)c2)C1=O
ZINC02153692	DUD_ar_D_1644	COC(=O)N1CCC2(O)CCCCC2C1c1ccccc1OC
